,auto_kurtosis_20_processed,auto_kurtosis_20_1_processed,hist_vol_60_processed,auto_volatility_20_processed,auto_volatility_20_1_processed,hist_vol_20_processed,auto_volatility_60_processed,auto_volatility_60_1_processed,auto_std_60_1_processed,auto_std_60_processed,auto_amount_ma_30_processed,auto_amount_ma_30_1_processed,auto_open_ratio_60_processed,auto_open_ratio_60_1_processed,auto_open_log_return_60_processed,auto_open_log_return_60_1_processed,auto_quantile_0.75_30_processed,auto_quantile_0.75_30_1_processed,auto_high_ratio_60_processed,auto_high_ratio_60_1_processed,auto_quantile_0.25_60_processed,auto_quantile_0.25_60_1_processed,auto_quantile_0.75_60_processed,auto_quantile_0.75_60_1_processed,auto_quantile_0.9_30_1_processed,auto_quantile_0.9_30_processed,auto_quantile_0.1_20_1_processed,auto_quantile_0.1_20_processed,auto_amount_ma_60_processed,auto_amount_ma_60_1_processed,auto_skew_30_1_processed,auto_skew_30_processed,auto_low_ratio_60_1_processed,auto_low_ratio_60_processed,auto_close_ratio_60_1_processed,auto_close_ratio_60_processed,auto_low_log_return_60_processed,auto_low_log_return_60_1_processed,auto_quantile_0.25_20_processed,auto_quantile_0.25_20_1_processed,auto_quantile_0.1_60_processed,auto_quantile_0.1_60_1_processed,auto_quantile_0.9_10_1_processed,auto_quantile_0.9_10_processed,auto_ma_60_processed,auto_ma_60_1_processed,auto_quantile_0.75_20_1_processed,auto_quantile_0.75_20_processed,auto_high_log_return_60_processed,auto_high_log_return_60_1_processed
auto_kurtosis_20_processed,1.0,1.0,0.028987710626749316,0.5220809648805355,0.5220809648805355,0.15567240369187244,0.1706282353772698,0.1706282353772698,0.09021128922562119,0.09021128922562119,-0.06851011661916187,-0.06851011661916187,0.08050227430831917,0.08050227430831917,0.07273142958483604,0.07273142958483604,0.049334290007561774,0.049334290007561774,0.09083150136974588,0.09083150136974588,0.04876526221663814,0.04876526221663814,0.05248059725307453,0.05248059725307453,0.057158106215701644,0.057158106215701644,0.021716812743454494,0.021716812743454494,-0.10473529976455091,-0.10473529976455091,0.3294101618306089,0.3294101618306089,0.08087907211170911,0.08087907211170911,0.08697578918986094,0.08697578918986094,0.07214667892600801,0.07214667892600801,0.02913985723214221,0.02913985723214221,0.047855871896313004,0.047855871896313004,0.05382253574941516,0.05382253574941516,0.05214671110083554,0.05214671110083554,0.04870700281198754,0.04870700281198754,0.08226060858933125,0.08226060858933125
auto_kurtosis_20_1_processed,1.0,1.0,0.028987710626749316,0.5220809648805355,0.5220809648805355,0.15567240369187244,0.1706282353772698,0.1706282353772698,0.09021128922562119,0.09021128922562119,-0.06851011661916187,-0.06851011661916187,0.08050227430831917,0.08050227430831917,0.07273142958483604,0.07273142958483604,0.049334290007561774,0.049334290007561774,0.09083150136974588,0.09083150136974588,0.04876526221663814,0.04876526221663814,0.05248059725307453,0.05248059725307453,0.057158106215701644,0.057158106215701644,0.021716812743454494,0.021716812743454494,-0.10473529976455091,-0.10473529976455091,0.3294101618306089,0.3294101618306089,0.08087907211170911,0.08087907211170911,0.08697578918986094,0.08697578918986094,0.07214667892600801,0.07214667892600801,0.02913985723214221,0.02913985723214221,0.047855871896313004,0.047855871896313004,0.05382253574941516,0.05382253574941516,0.05214671110083554,0.05214671110083554,0.04870700281198754,0.04870700281198754,0.08226060858933125,0.08226060858933125
hist_vol_60_processed,0.028987710626749316,0.028987710626749316,1.0,0.5492146476616498,0.5492146476616498,0.7252778824134631,0.6218540381909072,0.6218540381909072,0.2747436666581054,0.2747436666581054,0.02026813311644167,0.02026813311644167,0.21610302022786052,0.21610302022786052,0.1880157776903456,0.1880157776903456,0.18552356227315667,0.18552356227315667,0.21265389626415757,0.21265389626415757,0.14043262618105007,0.14043262618105007,0.1659152596892128,0.1659152596892128,0.19179070949907745,0.19179070949907745,0.16041008174727636,0.16041008174727636,-0.006581990022073002,-0.006581990022073002,0.016447546358988038,0.016447546358988038,0.2090004622419595,0.2090004622419595,0.20425849037262042,0.20425849037262042,0.18344984596776617,0.18344984596776617,0.16913906324136735,0.16913906324136735,0.1259527049506408,0.1259527049506408,0.19196208774653611,0.19196208774653611,0.15447391213525605,0.15447391213525605,0.18751455250058274,0.18751455250058274,0.18622591800000649,0.18622591800000649
auto_volatility_20_processed,0.5220809648805355,0.5220809648805355,0.5492146476616498,1.0,1.0,0.7746099679040996,0.5509302205292117,0.5509302205292117,0.24076900500905232,0.24076900500905232,-0.06389980499173303,-0.06389980499173303,0.23183746309625775,0.23183746309625775,0.2078444749073275,0.2078444749073275,0.12538932946462147,0.12538932946462147,0.23991788463629396,0.23991788463629396,0.07663273169318774,0.07663273169318774,0.1039861987627875,0.1039861987627875,0.13998464965846924,0.13998464965846924,0.07343197961868866,0.07343197961868866,-0.11551183063511022,-0.11551183063511022,0.26203309031928906,0.26203309031928906,0.22453961438924946,0.22453961438924946,0.2275374799640689,0.2275374799640689,0.2008872780136739,0.2008872780136739,0.08887751358094677,0.08887751358094677,0.06773691138169259,0.06773691138169259,0.1313545948806237,0.1313545948806237,0.0931888275076033,0.0931888275076033,0.1273899450495596,0.1273899450495596,0.21623558804700882,0.21623558804700882
auto_volatility_20_1_processed,0.5220809648805355,0.5220809648805355,0.5492146476616498,1.0,1.0,0.7746099679040996,0.5509302205292117,0.5509302205292117,0.24076900500905232,0.24076900500905232,-0.06389980499173303,-0.06389980499173303,0.23183746309625775,0.23183746309625775,0.2078444749073275,0.2078444749073275,0.12538932946462147,0.12538932946462147,0.23991788463629396,0.23991788463629396,0.07663273169318774,0.07663273169318774,0.1039861987627875,0.1039861987627875,0.13998464965846924,0.13998464965846924,0.07343197961868866,0.07343197961868866,-0.11551183063511022,-0.11551183063511022,0.26203309031928906,0.26203309031928906,0.22453961438924946,0.22453961438924946,0.2275374799640689,0.2275374799640689,0.2008872780136739,0.2008872780136739,0.08887751358094677,0.08887751358094677,0.06773691138169259,0.06773691138169259,0.1313545948806237,0.1313545948806237,0.0931888275076033,0.0931888275076033,0.1273899450495596,0.1273899450495596,0.21623558804700882,0.21623558804700882
hist_vol_20_processed,0.15567240369187244,0.15567240369187244,0.7252778824134631,0.7746099679040996,0.7746099679040996,1.0,0.5022782297633613,0.5022782297633613,0.21642384329905667,0.21642384329905667,-0.06869325717029329,-0.06869325717029329,0.21131346401057452,0.21131346401057452,0.1891430621306948,0.1891430621306948,0.11896914357067828,0.11896914357067828,0.214957111208105,0.214957111208105,0.07079363475664838,0.07079363475664838,0.09893338538034437,0.09893338538034437,0.12942435475435835,0.12942435475435835,0.07815281092802237,0.07815281092802237,-0.10275099284504406,-0.10275099284504406,0.13321099134630443,0.13321099134630443,0.20220750594561696,0.20220750594561696,0.20397471980631673,0.20397471980631673,0.18206511846575577,0.18206511846575577,0.09116489707735158,0.09116489707735158,0.06251228739616688,0.06251228739616688,0.12971813673183738,0.12971813673183738,0.0872267637246221,0.0872267637246221,0.12014217864017832,0.12014217864017832,0.1939548242029594,0.1939548242029594
auto_volatility_60_processed,0.1706282353772698,0.1706282353772698,0.6218540381909072,0.5509302205292117,0.5509302205292117,0.5022782297633613,1.0,1.0,0.43281069433701436,0.43281069433701436,0.11905648400478983,0.11905648400478983,0.39037895055964994,0.39037895055964994,0.3448075798533482,0.3448075798533482,0.16976268952734708,0.16976268952734708,0.386731140177396,0.386731140177396,0.12333904994900241,0.12333904994900241,0.17963088596192653,0.17963088596192653,0.18056492605696547,0.18056492605696547,0.13799452761773504,0.13799452761773504,0.13411378057986456,0.13411378057986456,0.1810464178998202,0.1810464178998202,0.3914435872758399,0.3914435872758399,0.3775467845961867,0.3775467845961867,0.34650471854022846,0.34650471854022846,0.1449801622713307,0.1449801622713307,0.09929328356506899,0.09929328356506899,0.16129481601582552,0.16129481601582552,0.15539832032503842,0.15539832032503842,0.16412123378450943,0.16412123378450943,0.34357271737291517,0.34357271737291517
auto_volatility_60_1_processed,0.1706282353772698,0.1706282353772698,0.6218540381909072,0.5509302205292117,0.5509302205292117,0.5022782297633613,1.0,1.0,0.43281069433701436,0.43281069433701436,0.11905648400478983,0.11905648400478983,0.39037895055964994,0.39037895055964994,0.3448075798533482,0.3448075798533482,0.16976268952734708,0.16976268952734708,0.386731140177396,0.386731140177396,0.12333904994900241,0.12333904994900241,0.17963088596192653,0.17963088596192653,0.18056492605696547,0.18056492605696547,0.13799452761773504,0.13799452761773504,0.13411378057986456,0.13411378057986456,0.1810464178998202,0.1810464178998202,0.3914435872758399,0.3914435872758399,0.3775467845961867,0.3775467845961867,0.34650471854022846,0.34650471854022846,0.1449801622713307,0.1449801622713307,0.09929328356506899,0.09929328356506899,0.16129481601582552,0.16129481601582552,0.15539832032503842,0.15539832032503842,0.16412123378450943,0.16412123378450943,0.34357271737291517,0.34357271737291517
auto_std_60_1_processed,0.09021128922562119,0.09021128922562119,0.2747436666581054,0.24076900500905232,0.24076900500905232,0.21642384329905667,0.43281069433701436,0.43281069433701436,1.0,1.0,0.1600345469955809,0.1600345469955809,0.16609388208065065,0.16609388208065065,0.12815586582909416,0.12815586582909416,0.7833491225846737,0.7833491225846737,0.16102458624474728,0.16102458624474728,0.8161427568657075,0.8161427568657075,0.8723726837022571,0.8723726837022571,0.7899458972131964,0.7899458972131964,0.7400864362079675,0.7400864362079675,0.20675578328771982,0.20675578328771982,0.09734187644258635,0.09734187644258635,0.16729834748518718,0.16729834748518718,0.15795375698038455,0.15795375698038455,0.1272040541561679,0.1272040541561679,0.743718609802393,0.743718609802393,0.8011936965692338,0.8011936965692338,0.7256093798795095,0.7256093798795095,0.850507802933278,0.850507802933278,0.7535571649158083,0.7535571649158083,0.12428448308052072,0.12428448308052072
auto_std_60_processed,0.09021128922562119,0.09021128922562119,0.2747436666581054,0.24076900500905232,0.24076900500905232,0.21642384329905667,0.43281069433701436,0.43281069433701436,1.0,1.0,0.1600345469955809,0.1600345469955809,0.16609388208065065,0.16609388208065065,0.12815586582909416,0.12815586582909416,0.7833491225846737,0.7833491225846737,0.16102458624474728,0.16102458624474728,0.8161427568657075,0.8161427568657075,0.8723726837022571,0.8723726837022571,0.7899458972131964,0.7899458972131964,0.7400864362079675,0.7400864362079675,0.20675578328771982,0.20675578328771982,0.09734187644258635,0.09734187644258635,0.16729834748518718,0.16729834748518718,0.15795375698038455,0.15795375698038455,0.1272040541561679,0.1272040541561679,0.743718609802393,0.743718609802393,0.8011936965692338,0.8011936965692338,0.7256093798795095,0.7256093798795095,0.850507802933278,0.850507802933278,0.7535571649158083,0.7535571649158083,0.12428448308052072,0.12428448308052072
auto_amount_ma_30_processed,-0.06851011661916187,-0.06851011661916187,0.02026813311644167,-0.06389980499173303,-0.06389980499173303,-0.06869325717029329,0.11905648400478983,0.11905648400478983,0.1600345469955809,0.1600345469955809,1.0,1.0,0.11955563222174266,0.11955563222174266,0.11235484604248007,0.11235484604248007,0.13585428579735545,0.13585428579735545,0.10376144694574443,0.10376144694574443,0.09961061647946443,0.09961061647946443,0.11472729667191689,0.11472729667191689,0.13723129246028515,0.13723129246028515,0.09986758661579431,0.09986758661579431,0.7240930907219303,0.7240930907219303,0.06465027112522825,0.06465027112522825,0.12763935183185807,0.12763935183185807,0.11319792346470439,0.11319792346470439,0.12043633941421933,0.12043633941421933,0.0992209816725282,0.0992209816725282,0.09293759593629523,0.09293759593629523,0.04992251361947098,0.04992251361947098,0.10810333743556533,0.10810333743556533,0.0972610443401833,0.0972610443401833,0.09720135710705262,0.09720135710705262
auto_amount_ma_30_1_processed,-0.06851011661916187,-0.06851011661916187,0.02026813311644167,-0.06389980499173303,-0.06389980499173303,-0.06869325717029329,0.11905648400478983,0.11905648400478983,0.1600345469955809,0.1600345469955809,1.0,1.0,0.11955563222174266,0.11955563222174266,0.11235484604248007,0.11235484604248007,0.13585428579735545,0.13585428579735545,0.10376144694574443,0.10376144694574443,0.09961061647946443,0.09961061647946443,0.11472729667191689,0.11472729667191689,0.13723129246028515,0.13723129246028515,0.09986758661579431,0.09986758661579431,0.7240930907219303,0.7240930907219303,0.06465027112522825,0.06465027112522825,0.12763935183185807,0.12763935183185807,0.11319792346470439,0.11319792346470439,0.12043633941421933,0.12043633941421933,0.0992209816725282,0.0992209816725282,0.09293759593629523,0.09293759593629523,0.04992251361947098,0.04992251361947098,0.10810333743556533,0.10810333743556533,0.0972610443401833,0.0972610443401833,0.09720135710705262,0.09720135710705262
auto_open_ratio_60_processed,0.08050227430831917,0.08050227430831917,0.21610302022786052,0.23183746309625775,0.23183746309625775,0.21131346401057452,0.39037895055964994,0.39037895055964994,0.16609388208065065,0.16609388208065065,0.11955563222174266,0.11955563222174266,1.0,1.0,0.9902686268141665,0.9902686268141665,0.045707578972351115,0.045707578972351115,0.9925335272808147,0.9925335272808147,-0.009880902942603001,-0.009880902942603001,0.029018338021364738,0.029018338021364738,0.05364135811715838,0.05364135811715838,0.03739979165047931,0.03739979165047931,0.07891914991431022,0.07891914991431022,0.19617929843786716,0.19617929843786716,0.9933316612676142,0.9933316612676142,0.9855618907299889,0.9855618907299889,0.9840932106550919,0.9840932106550919,0.040481448522009016,0.040481448522009016,-0.026222448140140096,-0.026222448140140096,0.05535763455554236,0.05535763455554236,0.01228873937700521,0.01228873937700521,0.0493963920765397,0.0493963920765397,0.9845692857706511,0.9845692857706511
auto_open_ratio_60_1_processed,0.08050227430831917,0.08050227430831917,0.21610302022786052,0.23183746309625775,0.23183746309625775,0.21131346401057452,0.39037895055964994,0.39037895055964994,0.16609388208065065,0.16609388208065065,0.11955563222174266,0.11955563222174266,1.0,1.0,0.9902686268141665,0.9902686268141665,0.045707578972351115,0.045707578972351115,0.9925335272808147,0.9925335272808147,-0.009880902942603001,-0.009880902942603001,0.029018338021364738,0.029018338021364738,0.05364135811715838,0.05364135811715838,0.03739979165047931,0.03739979165047931,0.07891914991431022,0.07891914991431022,0.19617929843786716,0.19617929843786716,0.9933316612676142,0.9933316612676142,0.9855618907299889,0.9855618907299889,0.9840932106550919,0.9840932106550919,0.040481448522009016,0.040481448522009016,-0.026222448140140096,-0.026222448140140096,0.05535763455554236,0.05535763455554236,0.01228873937700521,0.01228873937700521,0.0493963920765397,0.0493963920765397,0.9845692857706511,0.9845692857706511
auto_open_log_return_60_processed,0.07273142958483604,0.07273142958483604,0.1880157776903456,0.2078444749073275,0.2078444749073275,0.1891430621306948,0.3448075798533482,0.3448075798533482,0.12815586582909416,0.12815586582909416,0.11235484604248007,0.11235484604248007,0.9902686268141665,0.9902686268141665,1.0,1.0,0.04235721241690202,0.04235721241690202,0.9824821213033396,0.9824821213033396,-0.009454901812981403,-0.009454901812981403,0.023774060437544868,0.023774060437544868,0.0496488925311266,0.0496488925311266,0.03533262835668963,0.03533262835668963,0.07966047388010163,0.07966047388010163,0.19567490726340303,0.19567490726340303,0.9845096653458624,0.9845096653458624,0.9760233921820234,0.9760233921820234,0.9936922675359309,0.9936922675359309,0.03818960307466983,0.03818960307466983,-0.02414015763600538,-0.02414015763600538,0.052363832845078576,0.052363832845078576,0.009323207933996156,0.009323207933996156,0.04639375349835275,0.04639375349835275,0.9931691636122845,0.9931691636122845
auto_open_log_return_60_1_processed,0.07273142958483604,0.07273142958483604,0.1880157776903456,0.2078444749073275,0.2078444749073275,0.1891430621306948,0.3448075798533482,0.3448075798533482,0.12815586582909416,0.12815586582909416,0.11235484604248007,0.11235484604248007,0.9902686268141665,0.9902686268141665,1.0,1.0,0.04235721241690202,0.04235721241690202,0.9824821213033396,0.9824821213033396,-0.009454901812981403,-0.009454901812981403,0.023774060437544868,0.023774060437544868,0.0496488925311266,0.0496488925311266,0.03533262835668963,0.03533262835668963,0.07966047388010163,0.07966047388010163,0.19567490726340303,0.19567490726340303,0.9845096653458624,0.9845096653458624,0.9760233921820234,0.9760233921820234,0.9936922675359309,0.9936922675359309,0.03818960307466983,0.03818960307466983,-0.02414015763600538,-0.02414015763600538,0.052363832845078576,0.052363832845078576,0.009323207933996156,0.009323207933996156,0.04639375349835275,0.04639375349835275,0.9931691636122845,0.9931691636122845
auto_quantile_0.75_30_processed,0.049334290007561774,0.049334290007561774,0.18552356227315667,0.12538932946462147,0.12538932946462147,0.11896914357067828,0.16976268952734708,0.16976268952734708,0.7833491225846737,0.7833491225846737,0.13585428579735545,0.13585428579735545,0.045707578972351115,0.045707578972351115,0.04235721241690202,0.04235721241690202,1.0,1.0,0.038471325152225164,0.038471325152225164,0.8799911587748064,0.8799911587748064,0.8888520931039807,0.8888520931039807,0.9988026213004618,0.9988026213004618,0.9585532919287927,0.9585532919287927,0.0757407107440157,0.0757407107440157,0.0644011642652004,0.0644011642652004,0.04567206610585815,0.04567206610585815,0.03791107829389568,0.03791107829389568,0.041517804075176766,0.041517804075176766,0.9605085707301566,0.9605085707301566,0.8760022488800978,0.8760022488800978,0.9246026461980918,0.9246026461980918,0.88717554645363,0.88717554645363,0.963245072532115,0.963245072532115,0.035264925671576776,0.035264925671576776
